i_index,r_index,title,isbn_10,isbn_13,publish_date,key,subjects,languages,description.value,genres,image_id,image_url
3854793,412570,Not the Real Jupiter,,['9781631942334'],2020,/books/OL29831290M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631942334.jpg
3854918,412761,Poetry Anthology,,['9781728359526'],2020,/books/OL29893650M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781728359526.jpg
3855069,413025,Caution in the Wind : Book Three,,['9781946689054'],2020,/books/OL30038448M,"['Fiction, mystery & detective, general', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946689054.jpg
3855190,413399,"May These Leaden Battlegrounds Leave No Trace, Vol. 2",,['9781975310325'],2020,/books/OL30171852M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781975310325.jpg
3855253,413493,Love Will Prevail,,['9781647348786'],2020,/books/OL30208705M,"['Fiction, religious', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781647348786.jpg
3855256,413497,Special Agent,,['9781647346881'],2020,/books/OL30211618M,"['Fiction, religious']",[{'key': '/languages/eng'}],,,9.78165E+12,https://covers.openlibrary.org/b/isbn/9781647346881.jpg
3855459,413771,Unbroken,,['9781732546172'],2020,/books/OL30317093M,"['Fiction, romance, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781732546172.jpg
3858516,426744,Year of Our Love,,['9781635420630'],2021,/books/OL34109923M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781635420630.jpg
3858532,426773,War Stories,,['9781338290226'],2021,/books/OL34116954M,"[""Children's fiction"", 'World war, 1939-1945, fiction', 'Grandparents, fiction', 'France, history, german occupation, 1940-1945, fiction', 'Heroes, fiction']",[{'key': '/languages/eng'}],,,9.78134E+12,https://covers.openlibrary.org/b/isbn/9781338290226.jpg
3858563,426831,Pegasus Princesses 2,,['9781547606856'],2021,/books/OL34128793M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78155E+12,https://covers.openlibrary.org/b/isbn/9781547606856.jpg
3858588,426872,Tips for Magicians,,['9780593121269'],2021,/books/OL34138485M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593121269.jpg
3858592,426877,Migrations,,['9781940660745'],2021,/books/OL34138654M,"['Fiction, short stories (single author)']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781940660745.jpg
3858613,426912,Operation,,['9781736378618'],2021,/books/OL34149111M,"['Fiction, espionage', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781736378618.jpg
3858622,426931,Blood of Elves,,['9780316392099'],2021,/books/OL34154014M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78032E+12,https://covers.openlibrary.org/b/isbn/9780316392099.jpg
3858641,426979,Heidi,,['9781513267753'],2020,/books/OL34167997M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78151E+12,https://covers.openlibrary.org/b/isbn/9781513267753.jpg
3858877,427526,Parent Trap,,['9781948445634'],2021,/books/OL34365438M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781948445634.jpg
3859100,427974,Anointed,,['9781905806348'],2021,/books/OL34471601M,"['Fiction, historical, general', 'Spain, fiction', 'Jews, fiction']",[{'key': '/languages/eng'}],,,9.78191E+12,https://covers.openlibrary.org/b/isbn/9781905806348.jpg
3859493,430070,"Dude, Where's My Pack?",,['9781614505297'],2020,/books/OL34961441M,"['Fiction, gay', 'Fiction, erotica, general']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781614505297.jpg
3859505,430151,Incidental Fate Book 6,,['9781737272496'],2021,/books/OL34980573M,"['Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737272496.jpg
3859570,430805,And Tyler No More,,['9781737766902'],2021,/books/OL35208648M,"['Fiction, historical, general', 'United states, history']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737766902.jpg
3859650,432137,Narcisse on a Tightrope,,['9781628973242'],2021,/books/OL35552718M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781628973242.jpg
3859845,435278,And This Is How to Stay Alive,,['9781952086335'],2021,/books/OL36384730M,"['Fiction, fantasy, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952086335.jpg
3859883,436017,Reflections of Queen Snow White,,['9780991031184'],2021,/books/OL36615566M,"['Fiction, romance, general', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780991031184.jpg
3860158,439252,Spellhacker,,['9780063000520'],2020,/books/OL37465549M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780063000520.jpg
3860164,439307,Prince of Thieves : Tales of Robin Hood by Alexandre Dumas,,['9780982371466'],2020,/books/OL37481704M,"['Fiction, action & adventure', 'Literature, collections']",[{'key': '/languages/eng'}],,,9.78098E+12,https://covers.openlibrary.org/b/isbn/9780982371466.jpg
3860386,441299,Shield Band,,['9781943442317'],2022,/books/OL38095328M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781943442317.jpg
3860437,442975,Navigating the Storm,,['9781957774039'],2022,/books/OL38522257M,"['Fiction, action & adventure', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781957774039.jpg
3860441,443073,Dead Man Inside,,['9781613163948'],2023,/books/OL38544195M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78161E+12,https://covers.openlibrary.org/b/isbn/9781613163948.jpg
3860639,446770,Beyond the Empyrean,,['9781737187578'],2022,/books/OL39388567M,"['Fiction, science fiction, general', 'Fiction, lgbtq+, gay']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737187578.jpg
3861267,461043,The Broken King,,['9781959657002'],2022,/books/OL42752355M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781959657002.jpg
3862781,478514,Janitors School of Garbage,,['9781639931682'],2023,/books/OL46807091M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781639931682.jpg
3865029,504662,Poisoned Pawn,,['9781733779340'],2020,/books/OL53315708M,"['Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781733779340.jpg
3872049,519256,Okies' Daughters,,['9781633635210'],2021,/books/OL56864988M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781633635210.jpg
3900685,618025,Poppy,,['9780358108696'],2020,/books/OL28033216M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78036E+12,https://covers.openlibrary.org/b/isbn/9780358108696.jpg
3900706,618108,Max Einstein,,['9781529119633'],2020,/books/OL28056586M,"[""Children's fiction"", 'Genius, fiction', 'Water, pollution, fiction', 'India, fiction', 'Adventure and adventurers, fiction']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529119633.jpg
3900785,618213,Gemini Rising : (Mischievous Malamute Mystery Series Book 1),,['9781952252006'],2020,/books/OL28080544M,"['Fiction, mystery & detective, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952252006.jpg
3900802,618241,Twenty Years of the Caine Prize for African Writing,,['9781623719357'],2020,/books/OL28085950M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78162E+12,https://covers.openlibrary.org/b/isbn/9781623719357.jpg
3900804,618243,Curtain Call,,['9780593119365'],2020,/books/OL28085986M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593119365.jpg
3900809,618255,Great Escapes,,['9780062860385'],2020,/books/OL28089052M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78006E+12,https://covers.openlibrary.org/b/isbn/9780062860385.jpg
3900811,618261,Batman : the Animated Series,,['9781683839644'],2020,/books/OL28090488M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781683839644.jpg
3900819,618296,"Thane, the Assassination of Warren G. Harding",,['9780990639503'],2020,/books/OL28100733M,"['Fiction, historical', 'Crime']",[{'key': '/languages/eng'}],,,9.78099E+12,https://covers.openlibrary.org/b/isbn/9780990639503.jpg
3900821,618298,Remember Tomorrow,,['9781734107005'],2020,/books/OL28101393M,"['Fiction, religious', 'Family']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734107005.jpg
3900824,618304,Fae,,['9781620062630'],2020,/books/OL28103431M,"['Fiction, gay', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78162E+12,https://covers.openlibrary.org/b/isbn/9781620062630.jpg
3903377,622708,Lost Weekend,,['9780948238499'],2020,/books/OL29336532M,"['Fiction, general', 'Psychological fiction', 'New york (n.y.), fiction']",[{'key': '/languages/eng'}],,,9.78095E+12,https://covers.openlibrary.org/b/isbn/9780948238499.jpg
3903606,623041,Medici,,['9781786692115'],2020,/books/OL29435985M,"['Fiction, historical', 'Italy, fiction']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781786692115.jpg
3903621,623060,Pizza Girl,,['9780008356415'],2020,/books/OL29440211M,"['Fiction, coming of age', 'Fiction, women', 'Single women, fiction']",[{'key': '/languages/eng'}],,,9.78001E+12,https://covers.openlibrary.org/b/isbn/9780008356415.jpg
3903623,623062,To the Land of Long Lost Friends,,['9780349143286'],2020,/books/OL29440541M,"['Ramotswe, precious (fictitious character), fiction', 'Private investigators, fiction', 'Botswana, fiction', 'Fiction, mystery & detective, women sleuths']",[{'key': '/languages/eng'}],,,9.78035E+12,https://covers.openlibrary.org/b/isbn/9780349143286.jpg
3903794,623280,God Child,,['9781408882351'],2020,/books/OL29497897M,"['Africa, fiction', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78141E+12,https://covers.openlibrary.org/b/isbn/9781408882351.jpg
3904488,624400,Tales of Sasha 11,,['9781499807646'],2020,/books/OL29837619M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.7815E+12,https://covers.openlibrary.org/b/isbn/9781499807646.jpg
3904736,624837,Lady Anne and the Menacing Mystic,,['9781950461677'],2020,/books/OL30052395M,"['Fiction, mystery & detective, general', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781950461677.jpg
3904784,624910,Student in the Underworld,,['9781604892680'],2020,/books/OL30085107M,"['Fiction, historical', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.7816E+12,https://covers.openlibrary.org/b/isbn/9781604892680.jpg
3905102,625563,I See Far,,['9781878909435'],2020,/books/OL30315002M,"['Fiction, religious']",[{'key': '/languages/eng'}],,,9.78188E+12,https://covers.openlibrary.org/b/isbn/9781878909435.jpg
3907521,637595,Scorpion's Tail,,['9781838931261'],2021,/books/OL33799719M,"['Fiction, thrillers, general', 'Fiction, mystery & detective, women sleuths']",[{'key': '/languages/eng'}],,,9.78184E+12,https://covers.openlibrary.org/b/isbn/9781838931261.jpg
3907969,638445,"Story of a Hippie, Coming of Age in an Era of Change",,['9781944781392'],2020,/books/OL34042974M,"['Fiction, historical']",[{'key': '/languages/eng'}],,,9.78194E+12,https://covers.openlibrary.org/b/isbn/9781944781392.jpg
3908050,638576,Struggle and Mutual Support,,['9781635420111'],2022,/books/OL34077989M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781635420111.jpg
3908160,638802,Power Up!,,['9780262543255'],2022,/books/OL34140443M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78026E+12,https://covers.openlibrary.org/b/isbn/9780262543255.jpg
3908212,638901,Brood,,['9780385546768'],2021,/books/OL34166582M,"['Fiction, women', 'Fiction, family life']",[{'key': '/languages/eng'}],,,9.78039E+12,https://covers.openlibrary.org/b/isbn/9780385546768.jpg
3908497,639467,Phantom of the Beach,,['9781636611969'],2021,/books/OL34365218M,"['Fiction, suspense', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78164E+12,https://covers.openlibrary.org/b/isbn/9781636611969.jpg
3909174,642386,Journey to Bongary Spring,,['9781952429132'],2021,/books/OL35078313M,"['Fiction, romance, general', 'Fiction, historical, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952429132.jpg
3909186,642488,Do Over,,['9781737797005'],2021,/books/OL35101390M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737797005.jpg
3909441,645758,Moon Rising,,['9781432874230'],2020,/books/OL35977758M,"['Friendship, fiction', 'Adventure and adventurers, fiction', 'Fantasy fiction']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432874230.jpg
3909463,646436,Freedom Sex and a Meat Cleaver,,['9780578319568'],2023,/books/OL36182580M,"['Fiction, action & adventure', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78058E+12,https://covers.openlibrary.org/b/isbn/9780578319568.jpg
3909510,647694,Forbidden,,['9781732617384'],2021,/books/OL36539822M,"['Fiction, fantasy, general', 'Fiction, visionary & metaphysical']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781732617384.jpg
3909799,651938,Speechless in Achten Tan,,['9781956042061'],2022,/books/OL37687902M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781956042061.jpg
3910145,656581,Santa Claus Stories,,['9781680571042'],2020,/books/OL38893567M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781680571042.jpg
3910147,656635,Afterword,,['9781955904704'],2023,/books/OL38907278M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781955904704.jpg
3910335,659804,Promposal,,['9780316371704'],2023,/books/OL39644270M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78032E+12,https://covers.openlibrary.org/b/isbn/9780316371704.jpg
3910432,661894,Aftermath,['164314765X'],['9781643147659'],10/7/2022,/books/OL40130550M,"['Fiction, general']",[{'key': '/languages/eng'}],,,164314765X,https://covers.openlibrary.org/b/isbn/164314765X.jpg
3911110,677823,The rise of the African novel,,['9789789797752'],2020,/books/OL43857609M,['African fiction'],[{'key': '/languages/eng'}],,,9.78979E+12,https://covers.openlibrary.org/b/isbn/9789789797752.jpg
3912916,700662,Dinner at the Palace,,['9781960785008'],2023,/books/OL49299210M,"['Fiction, lgbtq+, gay', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781960785008.jpg
3950627,830329,John Carpenter Presents Storm Kids,,['9781733282147'],2020,/books/OL28079874M,"['Fiction, science fiction, general', 'Fiction, horror']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781733282147.jpg
3950640,830354,The Goddess Twins,,['9781684630325'],2020,/books/OL28085655M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781684630325.jpg
3950650,830377,"Kingdom Hearts III : the Novel, Vol. 1 : Re",,['9781975308049'],2020,/books/OL28089711M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781975308049.jpg
3950652,830380,Kerry and the Knight of the Forest,,['9781984893291'],2020,/books/OL28090697M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984893291.jpg
3950654,830382,Sky Painted Gold,,['9780593127223'],2020,/books/OL28091285M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593127223.jpg
3950657,830386,Handsome,,['9781631527838'],2020,/books/OL28091915M,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781631527838.jpg
3950658,830387,Sullivan Sisters,,['9781534420533'],2020,/books/OL28092110M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781534420533.jpg
3950660,830391,Dust,,['9781621841265'],2020,/books/OL28092800M,"['Fiction, fantasy, general', 'Fiction, religious']",[{'key': '/languages/eng'}],,,9.78162E+12,https://covers.openlibrary.org/b/isbn/9781621841265.jpg
3950675,830448,Beautifully Toxic,,['9781946099716'],2020,/books/OL28104470M,"['Fiction, gay', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946099716.jpg
3952094,833288,As White As Snow,,['9781524713454'],2020,/books/OL28855731M,"[""Children's fiction"", 'Sisters, fiction', 'Mystery and detective stories', 'Czech republic, fiction']",[{'key': '/languages/eng'}],,,9.78152E+12,https://covers.openlibrary.org/b/isbn/9781524713454.jpg
3953633,835447,Almost Perfect Holiday,,['9781529026986'],2020,/books/OL29478720M,"['Fiction, women', 'Fiction, romance, contemporary']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529026986.jpg
3953643,835462,Beauty of Your Face,,['9781789559736'],2020,/books/OL29483917M,"['Fiction, family life', 'Fiction, coming of age']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781789559736.jpg
3953663,835495,Dangerous Dreams,,['9781952165009'],2020,/books/OL29492543M,"['Fiction, thrillers, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781952165009.jpg
3953668,835503,Hid from Our Eyes,,['9781472210982'],2020,/books/OL29494112M,"['Fiction, mystery & detective, police procedural', 'Fergusson, clare (fictitious character), fiction', 'Van alstyne, russ (fictitious character), fiction']",[{'key': '/languages/eng'}],,,9.78147E+12,https://covers.openlibrary.org/b/isbn/9781472210982.jpg
3953712,835555,Grimm Tales of Terror,,['9781951087197'],2020,/books/OL29506918M,"['Comics & graphic novels, general', 'Fiction, horror']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781951087197.jpg
3954317,836562,How Much of These Hills Is Gold,,['9780525537229'],2020,/books/OL29825030M,"['Fiction, westerns', 'Chinese americans, fiction']",[{'key': '/languages/eng'}],,,9.78053E+12,https://covers.openlibrary.org/b/isbn/9780525537229.jpg
3954322,836571,High Five for Glenn Burke,,['9780374312749'],2020,/books/OL29828063M,"[""Children's fiction"", 'Baseball, fiction', 'Schools, fiction', 'Friendship, fiction', 'Homosexuality, fiction', 'Family life, fiction']",[{'key': '/languages/eng'}],,,9.78037E+12,https://covers.openlibrary.org/b/isbn/9780374312749.jpg
3954346,836605,Tales of Sasha 11,,['9781499807639'],2020,/books/OL29837720M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.7815E+12,https://covers.openlibrary.org/b/isbn/9781499807639.jpg
3954349,836609,Polly and Buster,,['9781684640959'],2020,/books/OL29838166M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781684640959.jpg
3954396,836689,Hollow Bones,,['9781946578006'],2020,/books/OL29859243M,"['Fiction, action & adventure', 'Fiction, thrillers, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946578006.jpg
3954447,836773,After Anna,,['9781250783424'],2021,/books/OL29889600M,"['Fiction, thrillers, general', 'Fiction, family life']",[{'key': '/languages/eng'}],,,9.78125E+12,https://covers.openlibrary.org/b/isbn/9781250783424.jpg
3954475,836820,Heir to Yesterday,,['9781681113616'],2020,/books/OL29913774M,"['Fiction, suspense', 'Fiction, historical']",[{'key': '/languages/eng'}],,,9.78168E+12,https://covers.openlibrary.org/b/isbn/9781681113616.jpg
3954555,836951,Alegria,,['9781948692403'],2021,/books/OL29985601M,"['Fiction, general']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781948692403.jpg
3954638,837107,Tampa Traffick : a Smithson Evermore Novel,,['9780996660037'],2020,/books/OL30066963M,"['Fiction, mystery & detective, general', 'Fiction, suspense']",[{'key': '/languages/eng'}],,,9.781E+12,https://covers.openlibrary.org/b/isbn/9780996660037.jpg
3957633,850261,Seven Days in June,,['9781529418934'],2022,/books/OL33950312M,"['Fiction, romance, african american & black', 'New york (n.y.), fiction', 'Fiction, romance, contemporary']",[{'key': '/languages/eng'}],,,9.78153E+12,https://covers.openlibrary.org/b/isbn/9781529418934.jpg
3958108,851093,Yellow Amber and Missing Person,,['9781734409574'],2021,/books/OL34144561M,"['Fiction, suspense', 'Fiction, romance, general']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781734409574.jpg
3958204,851291,Praying with the Enemy,,['9781629729947'],2022,/books/OL34194392M,"['Fiction, historical']",[{'key': '/languages/eng'}],,,9.78163E+12,https://covers.openlibrary.org/b/isbn/9781629729947.jpg
3958896,853107,Bitterblue,['1473233275'],['9781473233270'],7-Jan-21,/books/OL34684572M,"['Fantasy fiction', ""Children's fiction""]",[{'key': '/languages/eng'}],,,1473233275,https://covers.openlibrary.org/b/isbn/1473233275.jpg
3959065,855014,Chasing Time,,['9781737849216'],2021,/books/OL35208622M,"['Fiction, romance, general', 'Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737849216.jpg
3959299,858080,Amish Teacher's Dilemma,,['9781432881986'],2020,/books/OL35982427M,"['Fiction, amish & mennonite', 'Fiction, romance, contemporary', 'Fiction, romance, clean & wholesome']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432881986.jpg
3959376,859569,Crowned for His Christmas Baby,,['9781335568182'],2021,/books/OL36403966M,"['Fiction, romance, royalty', 'Fiction, romance, billionaires', 'Fiction, romance, contemporary', 'Fiction, romance, holiday']",[{'key': '/languages/eng'}],,,9.78134E+12,https://covers.openlibrary.org/b/isbn/9781335568182.jpg
3959381,859806,Soar High,,['9781947219380'],2021,/books/OL36481217M,"['Fiction, romance, general', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781947219380.jpg
3959502,861244,Earth's Last Day,,['9781735290089'],2021,/books/OL36882855M,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781735290089.jpg
3959658,863819,Grade 1 Kumon Workbook 3 Pack,,['9781953845832'],2022,/books/OL37578855M,"[""Children's fiction"", 'Education']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781953845832.jpg
3959913,866931,Chicago Crime Story,,['9781736082089'],2022,/books/OL38466519M,"['Crime', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781736082089.jpg
3960027,870180,Victoria Villalobos,,['9781958716038'],2022,/books/OL39193388M,"['Fiction, action & adventure', 'Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781958716038.jpg
3960186,872132,Hunting Time,,['9781432899578'],2022,/books/OL39658104M,"['Fiction, mystery & detective, traditional', 'Fiction, thrillers, crime']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781432899578.jpg
3960193,872206,Wicked Unseen,,['9780593644102'],2023,/books/OL39673943M,"[""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78059E+12,https://covers.openlibrary.org/b/isbn/9780593644102.jpg
3961246,892010,The Gathered Glory,,['9781955324458'],Dec-22,/books/OL44307375M,"[""Children's fiction"", 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781955324458.jpg
3961265,892222,What I Never Told You,,['9780977785650'],2022,/books/OL44350660M,"['Fiction, general', 'Literature, collections']",[{'key': '/languages/eng'}],,,9.78098E+12,https://covers.openlibrary.org/b/isbn/9780977785650.jpg
3962150,900301,Body and the Soul,,['9781737806165'],2023,/books/OL46206691M,"['Fiction, horror', 'Fiction, mystery & detective, general']",[{'key': '/languages/eng'}],,,9.78174E+12,https://covers.openlibrary.org/b/isbn/9781737806165.jpg
3962151,900303,Study of Poisons,,['9781946381163'],2023,/books/OL46206706M,"['Fiction, fantasy, general', 'Fiction, action & adventure']",[{'key': '/languages/eng'}],,,9.78195E+12,https://covers.openlibrary.org/b/isbn/9781946381163.jpg
3962156,900650,A Fire in the Flesh,,['9781957568553'],2023,/books/OL46284524M,"['Fiction, romance, general', 'Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781957568553.jpg
3962183,902689,Temporary Wife,,['9781957702063'],2023,/books/OL46770714M,"['Fiction, romance, general', 'Fiction, general']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781957702063.jpg
3962936,914613,Middle Generation,,['9781962465069'],2023,/books/OL49620006M,"['Fiction, historical, general', 'United states, history']",[{'key': '/languages/eng'}],,,9.78196E+12,https://covers.openlibrary.org/b/isbn/9781962465069.jpg
3963950,926089,Witch House,,['9781428516441'],2023,/books/OL52592541M,"['Fiction, horror']",[{'key': '/languages/eng'}],,,9.78143E+12,https://covers.openlibrary.org/b/isbn/9781428516441.jpg
3964523,928881,Transition of Power,,['9781733608916'],2021,/books/OL53315940M,"['Fiction, thrillers, suspense']",[{'key': '/languages/eng'}],,,9.78173E+12,https://covers.openlibrary.org/b/isbn/9781733608916.jpg
4000245,43109,Feminist Agenda of Jemima Kincaid,,['9781984849137'],2020,/books/OL28033063M,"[""Children's fiction"", 'Women, fiction', 'Schools, fiction', 'Friendship, fiction']",[{'key': '/languages/eng'}],,,9.78198E+12,https://covers.openlibrary.org/b/isbn/9781984849137.jpg
4000261,43202,Ice Monster,,['9780008164706'],2020,/books/OL28055302M,"['Mammoths, fiction', 'Great britain, history, 19th century, fiction', 'Orphans, fiction', ""Children's fiction""]",[{'key': '/languages/eng'}],,,9.78001E+12,https://covers.openlibrary.org/b/isbn/9780008164706.jpg
4000263,43205,Lace Maiden,,['9781787464407'],2020,/books/OL28055835M,"['Fiction, historical', 'England, fiction']",[{'key': '/languages/eng'}],,,9.78179E+12,https://covers.openlibrary.org/b/isbn/9781787464407.jpg
